2017-07-06T19:56:43.365-0400,77,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:51:42.652-0400,80,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:46:44.154-0400,87,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:41:42.945-0400,99,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:36:42.385-0400,113,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:26:43.538-0400,119,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:21:42.708-0400,153,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:16:42.615-0400,164,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:11:43.374-0400,175,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:06:42.645-0400,186,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T19:01:43.356-0400,194,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:56:42.861-0400,197,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:51:42.880-0400,191,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:46:42.793-0400,176,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:41:43.072-0400,154,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:36:43.102-0400,128,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:31:42.968-0400,104,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:26:42.160-0400,89,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:21:43.189-0400,83,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:16:42.677-0400,77,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
2017-07-06T18:11:42.747-0400,80,625b69c8dbff89128972a9fe9977420e5a4eae80e457e3e6ca5223def67abaa9
